Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
2004,Kassoum Ouattara,fr FRA,"DF,FW",Monaco,fr Ligue 1,18,2004,14,7,636,7.1,1,0,1,1,0,0,2,0,1.3,1.3,1.3,2.6,32,22,67,0.14,0.00,0.14,0.14,0.14,0.18,0.19,0.37,0.18,0.37
2005,Remi Oudin,fr FRA,"MF,FW",Lecce,it Serie A,26,1996,31,21,1819,20.2,3,2,5,3,0,0,3,0,1.8,1.8,5.7,7.4,19,79,82,0.15,0.10,0.25,0.15,0.25,0.09,0.28,0.37,0.09,0.37
2006,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,35,1988,34,34,2987,33.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2007,Azzedine Ounahi,ma MAR,MF,Marseille,fr Ligue 1,23,2000,21,15,1209,13.4,2,0,2,2,0,0,3,0,1.0,1.0,1.4,2.4,32,98,70,0.15,0.00,0.15,0.15,0.15,0.07,0.11,0.18,0.07,0.18
2008,Adam Ounas,dz ALG,FW,Lille,fr Ligue 1,26,1996,17,3,418,4.6,1,0,1,1,0,0,0,0,0.6,0.6,1.9,2.6,20,20,40,0.22,0.00,0.22,0.22,0.22,0.14,0.41,0.55,0.14,0.55
2009,Patrick Ouotro,ci CIV,FW,Strasbourg,fr Ligue 1,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,Aiham Ousou,sy SYR,DF,Cádiz,es La Liga,23,2000,6,5,430,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,7,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
2011,Jesús Owono,gq EQG,GK,Alavés,es La Liga,22,2001,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,es La Liga,26,1997,33,23,2156,24.0,9,3,12,7,2,2,3,0,9.1,7.5,1.7,9.2,27,39,126,0.38,0.13,0.50,0.29,0.42,0.38,0.07,0.45,0.31,0.39
2013,Anthony Oyono,ga GAB,DF,Frosinone,it Serie A,22,2001,16,14,1198,13.3,0,1,1,0,0,0,4,0,0.1,0.1,0.9,1.0,35,33,39,0.00,0.08,0.08,0.00,0.08,0.01,0.07,0.08,0.01,0.08
2014,Salih Özcan,tr TUR,MF,Dortmund,de Bundesliga,25,1998,23,13,1184,13.2,0,0,0,0,0,0,3,0,0.2,0.2,1.0,1.2,16,57,24,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
2015,Cenk Özkacar,tr TUR,DF,Valencia,es La Liga,22,2000,23,18,1598,17.8,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.3,17,56,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02
2016,David Ozoh,eng ENG,"MF,DF",Crystal Palace,eng Premier League,18,2005,9,0,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2017,Jon Pacheco,es ESP,DF,Real Sociedad,es La Liga,22,2001,23,16,1526,17.0,1,1,2,1,0,0,8,0,1.1,1.1,0.2,1.3,9,53,1,0.06,0.06,0.12,0.06,0.12,0.06,0.01,0.08,0.06,0.08
2018,Willian Pacho,ec ECU,DF,Eint Frankfurt,de Bundesliga,21,2001,33,33,2970,33.0,0,3,3,0,0,0,7,0,1.2,1.2,1.1,2.3,22,148,4,0.00,0.09,0.09,0.00,0.09,0.04,0.03,0.07,0.04,0.07
2019,Gonçalo Paciência,pt POR,"FW,MF",Bochum,de Bundesliga,28,1994,19,6,650,7.2,3,1,4,3,0,0,3,0,3.0,3.0,1.3,4.3,9,21,50,0.42,0.14,0.55,0.42,0.55,0.41,0.18,0.59,0.41,0.59
2020,Simone Pafundi,it ITA,MF,Udinese,it Serie A,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,Riccardo Pagano,it ITA,"MF,DF",Roma,it Serie A,18,2004,4,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,2,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.18,0.10,0.18
2022,Pablo Pagis,fr FRA,MF,Lorient,fr Ligue 1,20,2002,3,3,165,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,5,6,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
2023,Exequiel Palacios,ar ARG,MF,Leverkusen,de Bundesliga,24,1998,24,21,1831,20.3,4,4,8,2,2,2,6,0,3.3,1.8,3.8,5.5,24,162,45,0.20,0.20,0.39,0.10,0.29,0.16,0.19,0.35,0.09,0.27
2024,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,es La Liga,28,1994,37,34,2791,31.0,4,1,5,2,2,2,8,0,5.9,4.4,1.9,6.3,40,128,152,0.13,0.03,0.16,0.06,0.10,0.19,0.06,0.25,0.14,0.20
2025,João Palhinha,pt POR,MF,Fulham,eng Premier League,28,1995,33,31,2699,30.0,4,1,5,4,0,0,13,0,3.3,3.3,0.8,4.1,8,97,14,0.13,0.03,0.17,0.13,0.17,0.11,0.03,0.14,0.11,0.14
2026,Nicolas Pallois,fr FRA,DF,Nantes,fr Ligue 1,35,1987,23,17,1589,17.7,0,1,1,0,0,0,5,0,0.1,0.1,0.4,0.5,6,55,2,0.00,0.06,0.06,0.00,0.06,0.01,0.02,0.03,0.01,0.03
2027,Cole Palmer,eng ENG,"FW,MF",Chelsea,eng Premier League,21,2002,33,29,2607,29.0,22,11,33,13,9,9,7,0,18.2,11.1,11.1,22.2,117,197,195,0.76,0.38,1.14,0.45,0.83,0.63,0.38,1.01,0.38,0.77
2028,Cole Palmer,eng ENG,MF,Manchester City,eng Premier League,21,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2029,Emerson Palmieri,it ITA,DF,West Ham,eng Premier League,28,1994,36,35,3137,34.9,1,2,3,1,0,0,10,0,1.5,1.5,2.4,3.9,59,125,124,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11
2030,Joaquín Panichelli,ar ARG,"FW,MF",Alavés,es La Liga,20,2002,8,2,226,2.5,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,3,6,10,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.26,0.22,0.26
2031,Miloš Pantović,rs SRB,MF,Union Berlin,de Bundesliga,27,1996,1,0,15,0.2,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,1,0,1,6.00,0.00,6.00,6.00,6.00,4.55,0.00,4.55,4.55,4.55
2032,Antonios Papadopoulos,de GER,DF,Dortmund,de Bundesliga,23,1999,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2033,Christos Papadopoulos,gr GRE,FW,Genoa,it Serie A,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2034,Sokratis Papastathopoulos,gr GRE,DF,Betis,es La Liga,35,1988,15,12,1136,12.6,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,1,13,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
2035,Merveille Papela,de GER,"MF,DF",Mainz 05,de Bundesliga,22,2001,11,3,257,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,6,12,10,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.22,0.11,0.22
2036,Leart Paqarada,xk KVX,DF,Köln,de Bundesliga,28,1994,17,11,1075,11.9,0,0,0,0,0,0,0,0,0.4,0.4,1.7,2.1,26,45,29,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.17,0.03,0.17
2037,Lucas Paquetá,br BRA,"FW,MF",West Ham,eng Premier League,25,1997,31,31,2622,29.1,4,6,10,2,2,2,10,0,5.4,3.8,5.4,9.2,34,187,116,0.14,0.21,0.34,0.07,0.27,0.18,0.18,0.37,0.13,0.32
2038,Victor Parada,es ESP,"FW,MF",Alavés,es La Liga,21,2002,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2039,Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,23,2000,34,31,2704,30.0,1,0,1,1,0,0,9,1,1.2,1.2,0.2,1.4,6,107,1,0.03,0.00,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05
2040,Kevin Paredes,us USA,"FW,MF",Wolfsburg,de Bundesliga,20,2003,28,15,1432,15.9,3,0,3,3,0,0,4,0,3.0,3.0,1.4,4.3,34,50,112,0.19,0.00,0.19,0.19,0.19,0.19,0.09,0.27,0.19,0.27
2041,Leandro Paredes,ar ARG,MF,Roma,it Serie A,29,1994,34,32,2634,29.3,3,5,8,0,3,3,15,1,3.3,1.0,2.3,3.2,36,214,19,0.10,0.17,0.27,0.00,0.17,0.11,0.08,0.19,0.03,0.11
2042,Daniel Parejo,es ESP,MF,Villarreal,es La Liga,34,1989,33,29,2580,28.7,3,5,8,0,3,3,4,0,2.9,0.6,3.0,3.6,11,210,28,0.10,0.17,0.28,0.00,0.17,0.10,0.10,0.21,0.02,0.12
2043,Fabiano Parisi,it ITA,DF,Fiorentina,it Serie A,22,2000,21,16,1454,16.2,0,1,1,0,0,0,4,0,0.9,0.9,2.4,3.3,50,78,64,0.00,0.06,0.06,0.00,0.06,0.06,0.15,0.20,0.06,0.20
2044,Ben Parkinson,eng ENG,FW,Newcastle Utd,eng Premier League,18,2005,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2045,Thomas Partey,gh GHA,"MF,DF",Arsenal,eng Premier League,30,1993,14,9,788,8.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,15,72,10,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
2046,Mario Pašalić,hr CRO,MF,Atalanta,it Serie A,28,1995,34,23,2051,22.8,6,6,12,4,2,2,3,0,7.1,5.5,4.1,9.6,48,129,74,0.26,0.26,0.53,0.18,0.44,0.31,0.18,0.49,0.24,0.42
2047,Triantafyllos Pasaridīs,gr GRE,DF,Salernitana,it Serie A,27,1996,8,5,452,5.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
2048,Pascu,es ESP,FW,Villarreal,es La Liga,20,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2049,Felix Passlack,de GER,DF,Bochum,de Bundesliga,25,1998,15,13,960,10.7,2,2,4,2,0,0,2,1,0.9,0.9,1.2,2.1,10,27,42,0.19,0.19,0.37,0.19,0.37,0.08,0.11,0.20,0.08,0.20
2050,Patric,es ESP,DF,Lazio,it Serie A,30,1993,20,19,1608,17.9,2,0,2,2,0,0,4,0,1.4,1.4,0.2,1.5,3,72,12,0.11,0.00,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09
2051,Rui Patrício,pt POR,GK,Roma,it Serie A,35,1988,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2052,Nathan Patterson,sct SCO,DF,Everton,eng Premier League,21,2001,20,9,1005,11.2,0,2,2,0,0,0,4,0,0.3,0.3,1.7,2.0,17,38,39,0.00,0.18,0.18,0.00,0.18,0.03,0.15,0.18,0.03,0.18
2053,Gabriel Paulista,br BRA,DF,Atlético Madrid,es La Liga,32,1990,5,5,405,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,7,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
2054,Gabriel Paulista,br BRA,DF,Valencia,es La Liga,32,1990,18,16,1398,15.5,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,2,33,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04
2055,Benjamin Pavard,fr FRA,DF,Inter,it Serie A,27,1996,23,21,1672,18.6,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.1,25,89,47,0.00,0.11,0.11,0.00,0.11,0.04,0.07,0.11,0.04,0.11
2056,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,31,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2057,Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,19,2004,19,14,1227,13.6,2,2,4,2,0,0,6,0,1.2,1.2,1.0,2.2,14,105,14,0.15,0.15,0.29,0.15,0.29,0.09,0.07,0.16,0.09,0.16
2058,Leonardo Pavoletti,it ITA,FW,Cagliari,it Serie A,34,1988,19,5,628,7.0,4,1,5,4,0,0,4,0,2.6,2.6,0.3,2.9,1,16,40,0.57,0.14,0.72,0.57,0.72,0.37,0.04,0.41,0.37,0.41
2059,Martín Payero,ar ARG,MF,Udinese,it Serie A,24,1998,29,21,1796,20.0,2,2,4,2,0,0,6,1,1.5,1.5,1.1,2.6,47,71,64,0.10,0.10,0.20,0.10,0.20,0.08,0.06,0.13,0.08,0.13
2060,Nicolás Paz,ar ARG,"MF,FW",Real Madrid,es La Liga,18,2004,4,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,6,2,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31
2061,Myles Peart-Harris,eng ENG,"DF,MF",Brentford,eng Premier League,20,2002,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
2062,Sydie Peck,eng ENG,MF,Sheffield Utd,eng Premier League,18,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2063,Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,26,1996,27,19,1786,19.8,1,1,2,1,0,0,5,1,0.8,0.8,1.5,2.3,56,66,79,0.05,0.05,0.10,0.05,0.10,0.04,0.07,0.12,0.04,0.12
2064,Marcus Pedersen,no NOR,DF,Sassuolo,it Serie A,23,2000,28,16,1613,17.9,0,2,2,0,0,0,4,0,0.1,0.1,1.1,1.2,43,31,90,0.00,0.11,0.11,0.00,0.11,0.01,0.06,0.06,0.01,0.06
2065,Alfonso Pedraza,es ESP,DF,Villarreal,es La Liga,27,1996,19,14,1116,12.4,1,3,4,1,0,0,4,1,0.6,0.6,3.6,4.2,56,31,97,0.08,0.24,0.32,0.08,0.32,0.05,0.29,0.34,0.05,0.34
2066,Pedri,es ESP,"MF,FW",Barcelona,es La Liga,20,2002,24,16,1476,16.4,4,2,6,4,0,0,3,0,3.1,3.1,4.2,7.3,41,136,81,0.24,0.12,0.37,0.24,0.37,0.19,0.25,0.44,0.19,0.44
2067,Pedro,es ESP,"FW,MF",Lazio,it Serie A,36,1987,33,5,816,9.1,1,1,2,1,0,0,4,0,1.5,1.5,2.1,3.6,31,33,81,0.11,0.11,0.22,0.11,0.22,0.17,0.23,0.39,0.17,0.39
2068,Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,25,1998,31,15,1753,19.5,1,4,5,1,0,0,1,0,0.7,0.7,3.2,3.9,46,61,109,0.05,0.21,0.26,0.05,0.26,0.04,0.16,0.20,0.04,0.20
2069,Jordan Pefok,us USA,FW,Gladbach,de Bundesliga,27,1996,25,18,1420,15.8,5,3,8,5,0,0,2,0,6.5,6.5,2.5,8.9,5,22,73,0.32,0.19,0.51,0.32,0.51,0.41,0.16,0.57,0.41,0.57
2070,Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,27,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40
2071,Dženan Pejčinović,de GER,FW,Wolfsburg,de Bundesliga,18,2005,4,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,1,0,2,0.00,0.00,0.00,0.00,0.00,0.29,0.34,0.63,0.29,0.63
2072,Pietro Pellegri,it ITA,FW,Torino,it Serie A,22,2001,24,7,756,8.4,1,1,2,1,0,0,3,0,1.0,1.0,0.3,1.4,14,8,52,0.12,0.12,0.24,0.12,0.24,0.12,0.04,0.16,0.12,0.16
2073,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,27,1996,29,20,1859,20.7,8,3,11,7,1,1,7,0,4.8,4.0,2.4,6.4,43,94,97,0.39,0.15,0.53,0.34,0.48,0.23,0.12,0.35,0.19,0.31
2074,Luca Pellegrini,it ITA,DF,Lazio,it Serie A,24,1999,19,8,786,8.7,1,0,1,1,0,0,7,1,0.2,0.2,0.3,0.5,18,46,30,0.11,0.00,0.11,0.11,0.11,0.03,0.03,0.06,0.03,0.06
2075,Marco Pellegrino,,DF,Salernitana,it Serie A,,,10,5,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
2076,Marco Pellegrino,,DF,Milan,it Serie A,,,1,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
2077,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,eng Premier League,21,2001,9,1,172,1.9,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,6,6,31,0.00,0.52,0.52,0.00,0.52,0.38,0.05,0.43,0.38,0.43
2078,Facundo Pellistri,uy URU,"MF,FW",Granada,es La Liga,21,2001,15,14,1232,13.7,2,1,3,2,0,0,2,1,2.5,2.5,1.2,3.7,33,22,96,0.15,0.07,0.22,0.15,0.22,0.18,0.09,0.27,0.18,0.27
2079,Andy Pelmard,fr FRA,DF,Clermont Foot,fr Ligue 1,23,2000,34,33,2989,33.2,0,0,0,0,0,0,1,0,0.3,0.3,0.6,1.0,39,120,7,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
2080,Aurélien Pelon,fr FRA,DF,Lorient,fr Ligue 1,19,2004,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2081,Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,23,2000,13,5,547,6.1,3,1,4,3,0,0,2,1,1.7,1.7,1.1,2.8,6,16,32,0.49,0.16,0.66,0.49,0.66,0.28,0.18,0.47,0.28,0.47
2082,Iñaki Peña,es ESP,GK,Barcelona,es La Liga,24,1999,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2083,Marcos Peña,es ESP,MF,Almería,es La Liga,18,2005,7,4,441,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,0,10,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04
2084,Rubén Peña,es ESP,"DF,FW",Osasuna,es La Liga,32,1991,29,26,2088,23.2,0,2,2,0,0,0,3,0,0.9,0.9,2.6,3.5,62,78,147,0.00,0.09,0.09,0.00,0.09,0.04,0.11,0.15,0.04,0.15
2085,Pepín,gq EQG,"MF,FW",Monza,it Serie A,26,1996,10,2,241,2.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,1,13,12,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
2086,Alberto Perea,es ESP,"MF,FW",Granada,es La Liga,32,1990,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,4.87,4.87,0.00,4.87
2087,Andreas Pereira,br BRA,MF,Fulham,eng Premier League,27,1996,37,34,2613,29.0,3,7,10,3,0,0,6,0,4.6,4.6,7.1,11.7,56,138,125,0.10,0.24,0.34,0.10,0.34,0.16,0.24,0.40,0.16,0.40
2088,Danilo Pereira,pt POR,DF,Paris S-G,fr Ligue 1,31,1991,26,22,1995,22.2,0,0,0,0,0,0,2,0,1.4,1.4,0.0,1.4,28,148,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
2089,Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,26,1996,30,12,1187,13.2,3,2,5,3,0,0,3,0,3.5,3.5,1.7,5.2,19,23,95,0.23,0.15,0.38,0.23,0.38,0.27,0.13,0.40,0.27,0.40
2090,Pedro Pereira,pt POR,DF,Monza,it Serie A,25,1998,23,9,841,9.3,0,2,2,0,0,0,3,0,0.2,0.2,1.2,1.4,20,43,69,0.00,0.21,0.21,0.00,0.21,0.02,0.12,0.14,0.02,0.14
2091,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,23,2000,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2092,Roberto Pereyra,ar ARG,"FW,MF",Udinese,it Serie A,32,1991,27,22,1858,20.6,4,3,7,3,1,1,6,0,3.5,2.7,1.9,4.7,39,70,82,0.19,0.15,0.34,0.15,0.29,0.17,0.09,0.27,0.13,0.23
2093,Ayoze Pérez,es ESP,FW,Betis,es La Liga,30,1993,31,29,2294,25.5,9,1,10,9,0,0,4,0,7.4,7.4,3.9,11.3,90,80,175,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44
2094,Carles Pérez,es ESP,"MF,DF",Celta Vigo,es La Liga,25,1998,16,7,772,8.6,1,1,2,1,0,0,3,0,1.2,1.2,1.3,2.4,34,18,66,0.12,0.12,0.23,0.12,0.23,0.14,0.15,0.28,0.14,0.28
2095,Francisco Perez,es ESP,"MF,FW",Valencia,es La Liga,20,2002,32,27,2049,22.8,1,4,5,1,0,0,4,0,1.1,1.1,2.6,3.6,59,41,145,0.04,0.18,0.22,0.04,0.22,0.05,0.11,0.16,0.05,0.16
2096,Kike Pérez,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26,1997,24,9,835,9.3,1,0,1,1,0,0,7,0,1.9,1.9,0.6,2.4,17,47,42,0.11,0.00,0.11,0.11,0.11,0.20,0.06,0.26,0.20,0.26
2097,Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,23,2000,36,36,3238,36.0,0,0,0,0,0,0,9,1,1.3,1.3,0.2,1.5,28,119,24,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
2098,Matteo Perez Vinlöf,se SWE,FW,Bayern Munich,de Bundesliga,17,2005,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2099,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,28,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2100,Mattia Perin,it ITA,GK,Juventus,it Serie A,30,1992,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2101,Samuele Perisan,it ITA,GK,Empoli,it Serie A,25,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2102,Ivan Perišić,hr CRO,FW,Tottenham,eng Premier League,34,1989,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,15,9,17,0.00,0.87,0.87,0.00,0.87,0.10,0.75,0.85,0.10,0.85
2103,Romain Perraud,fr FRA,"DF,FW",Nice,fr Ligue 1,25,1997,19,2,370,4.1,0,1,1,0,0,0,2,0,0.0,0.0,0.9,1.0,6,11,13,0.00,0.24,0.24,0.00,0.24,0.01,0.23,0.24,0.01,0.24
2104,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,24,1998,31,30,2723,30.3,0,1,1,0,0,0,3,0,0.6,0.6,0.8,1.4,17,115,8,0.00,0.03,0.03,0.00,0.03,0.02,0.03,0.05,0.02,0.05
2105,Máximo Perrone,ar ARG,MF,Las Palmas,es La Liga,20,2003,29,20,1623,18.0,0,0,0,0,0,0,6,0,0.2,0.2,0.5,0.8,12,78,22,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
2106,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,35,1987,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2107,Matteo Pessina,it ITA,MF,Monza,it Serie A,26,1997,37,37,3222,35.8,6,3,9,2,4,5,5,1,6.3,2.4,1.1,3.5,69,190,53,0.17,0.08,0.25,0.06,0.14,0.18,0.03,0.21,0.07,0.10
2108,Andrea Petagna,it ITA,FW,Cagliari,it Serie A,28,1995,18,13,995,11.1,1,1,2,1,0,0,2,0,1.6,1.6,1.0,2.6,11,14,56,0.09,0.09,0.18,0.09,0.18,0.15,0.09,0.23,0.15,0.23
2109,Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,35,1988,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2110,Njegoš Petrović,rs SRB,"MF,FW",Granada,es La Liga,24,1999,10,0,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,8,3,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
